100000000,1.00296209899342
100490805.860998,1.00296209434202
100984020.625929,1.00296208964484
101479656.117833,1.00296208490145
101977724.21778,1.00296208011138
102478236.865153,1.00296207527418
102981206.057935,1.00296207038937
103486643.852994,1.0029620654565
103994562.366376,1.00296206047509
104504973.773589,1.00296205544466
105017890.309905,1.00296205036473
105533324.270642,1.00296204523481
106051288.011469,1.00296204005441
106571793.948694,1.00296203482304
107094854.559565,1.00296202954019
107620482.382571,1.00296202420536
108148690.01774,1.00296201881803
108679490.12694,1.00296201337768
109212895.434185,1.00296200788381
109748918.725943,1.00296200233587
110287572.851432,1.00296199673334
110828870.72294,1.00296199107568
111372825.316126,1.00296198536234
111919449.670337,1.00296197959279
112468756.888916,1.00296197376646
113020760.139519,1.0029619678828
113575472.654428,1.00296196194125
114132907.730873,1.00296195594123
114693078.731344,1.00296194988216
115255999.083917,1.00296194376348
115821682.282573,1.00296193758459
116390141.887523,1.00296193134489
116961391.525531,1.0029619250438
117535444.890244,1.0029619186807
118112315.742515,1.00296191225498
118692017.910741,1.00296190576604
119274565.291184,1.00296189921324
119859971.848313,1.00296189259597
120448251.615136,1.00296188591357
121039418.693533,1.00296187916543
121633487.254599,1.00296187235088
122230471.538981,1.00296186546927
122830385.857221,1.00296185851995
123433244.590095,1.00296185150224
124039062.188963,1.00296184441548
124647853.176114,1.00296183725898
125259632.145111,1.00296183003206
125874413.761144,1.00296182273403
126492212.761381,1.00296181536418
127113043.955321,1.00296180792182
127736922.225147,1.00296180040622
128363862.526087,1.00296179281666
128993879.886769,1.00296178515242
129626989.409582,1.00296177741277
130263206.27104,1.00296176959695
130902545.722143,1.00296176170422
131545023.088743,1.00296175373383
132190653.771914,1.00296174568501
132839453.248319,1.00296173755699
133491437.07058,1.00296172934899
134146620.867653,1.00296172106021
134805020.345203,1.00296171268988
135466651.285977,1.00296170423718
136131529.550187,1.0029616957013
136799671.075886,1.00296168708143
137471091.879353,1.00296167837674
138145808.055475,1.00296166958639
138823835.778135,1.00296166070954
139505191.300596,1.00296165174535
140189890.955897,1.00296164269294
140877951.157236,1.00296163355146
141569388.39837,1.00296162432002
142264219.254009,1.00296161499774
142962460.380211,1.00296160558373
143664128.514785,1.00296159607709
144369240.477687,1.0029615864769
145077813.17143,1.00296157678224
145789863.581484,1.00296156699218
146505408.776683,1.00296155710579
147224465.909639,1.00296154712212
147947052.217147,1.0029615370402
148673185.020603,1.00296152685907
149402881.726417,1.00296151657776
